0.00000000e+00 -1.00000000e+00 0.00000000e+00
0.00000000e+00 -9.00000000e-01 2.25667209e-05
0.00000000e+00 -8.00000000e-01 1.48754819e-04
0.00000000e+00 -7.00000000e-01 4.88335216e-04
0.00000000e+00 -6.00000000e-01 1.31402449e-03
0.00000000e+00 -5.00000000e-01 3.27531379e-03
0.00000000e+00 -4.00000000e-01 8.57471478e-03
0.00000000e+00 -3.00000000e-01 2.56097589e-02
0.00000000e+00 -2.00000000e-01 7.71443641e-02
0.00000000e+00 -1.00000000e-01 2.10532808e-01
0.00000000e+00 0.00000000e+00 5.00000000e-01
0.00000000e+00 1.00000000e-01 7.89467192e-01
0.00000000e+00 2.00000000e-01 9.22855636e-01
0.00000000e+00 3.00000000e-01 9.74390241e-01
0.00000000e+00 4.00000000e-01 9.91425285e-01
0.00000000e+00 5.00000000e-01 9.96724686e-01
0.00000000e+00 6.00000000e-01 9.98685976e-01
0.00000000e+00 7.00000000e-01 9.99511665e-01
0.00000000e+00 8.00000000e-01 9.99851245e-01
0.00000000e+00 9.00000000e-01 9.99977433e-01
0.00000000e+00 1.00000000e+00 1.00000000e+00

5.00000000e-02 -9.98749218e-01 0.00000000e+00
5.00000000e-02 -8.98874296e-01 2.50748271e-05
5.00000000e-02 -7.98999374e-01 1.65244517e-04
5.00000000e-02 -6.99124452e-01 5.41667590e-04
5.00000000e-02 -5.99249531e-01 1.45425993e-03
5.00000000e-02 -4.99374609e-01 3.61164983e-03
5.00000000e-02 -3.99499687e-01 9.37866178e-03
5.00000000e-02 -2.99624765e-01 2.76777308e-02
5.00000000e-02 -1.99749844e-01 8.24096090e-02
5.00000000e-02 -9.98749218e-02 2.20186522e-01
5.00000000e-02 0.00000000e+00 5.00000000e-01
5.00000000e-02 9.98749218e-02 7.79813478e-01
5.00000000e-02 1.99749844e-01 9.17590391e-01
5.00000000e-02 2.99624765e-01 9.72322269e-01
5.00000000e-02 3.99499687e-01 9.90621338e-01
5.00000000e-02 4.99374609e-01 9.96388350e-01
5.00000000e-02 5.99249531e-01 9.98545740e-01
5.00000000e-02 6.99124452e-01 9.99458332e-01
5.00000000e-02 7.98999374e-01 9.99834755e-01
5.00000000e-02 8.98874296e-01 9.99974925e-01
5.00000000e-02 9.98749218e-01 1.00000000e+00

1.00000000e-01 -9.94987437e-01 0.00000000e+00
1.00000000e-01 -8.95488693e-01 3.22791596e-05
1.00000000e-01 -7.95989950e-01 2.12561083e-04
1.00000000e-01 -6.96491206e-01 6.93727534e-04
1.00000000e-01 -5.96992462e-01 1.85010687e-03
1.00000000e-01 -4.97493719e-01 4.54610147e-03
1.00000000e-01 -3.97994975e-01 1.15315024e-02
1.00000000e-01 -2.98496231e-01 3.28543560e-02
1.00000000e-01 -1.98997487e-01 9.45939453e-02
1.00000000e-01 -9.94987437e-02 2.40334745e-01
1.00000000e-01 0.00000000e+00 5.00000000e-01
1.00000000e-01 9.94987437e-02 7.59665255e-01
1.00000000e-01 1.98997487e-01 9.05406055e-01
1.00000000e-01 2.98496231e-01 9.67145644e-01
1.00000000e-01 3.97994975e-01 9.88468498e-01
1.00000000e-01 4.97493719e-01 9.95453899e-01
1.00000000e-01 5.96992462e-01 9.98149893e-01
1.00000000e-01 6.96491206e-01 9.99306272e-01
1.00000000e-01 7.95989950e-01 9.99787439e-01
1.00000000e-01 8.95488693e-01 9.99967721e-01
1.00000000e-01 9.94987437e-01 1.00000000e+00

1.50000000e-01 -9.88685997e-01 0.00000000e+00
1.50000000e-01 -8.89817397e-01 4.41968036e-05
1.50000000e-01 -7.90948797e-01 2.90702573e-04
1.50000000e-01 -6.92080198e-01 9.42027168e-04
1.50000000e-01 -5.93211598e-01 2.48498715e-03
1.50000000e-01 -4.94342998e-01 6.00459838e-03
1.50000000e-01 -3.95474399e-01 1.46909911e-02
1.50000000e-01 -2.96605799e-01 3.95716651e-02
1.50000000e-01 -1.97737199e-01 1.08046709e-01
1.50000000e-01 -9.88685997e-02 2.58726847e-01
1.50000000e-01 0.00000000e+00 5.00000000e-01
1.50000000e-01 9.88685997e-02 7.41273153e-01
1.50000000e-01 1.97737199e-01 8.91953291e-01
1.50000000e-01 2.96605799e-01 9.60428335e-01
1.50000000e-01 3.95474399e-01 9.85309009e-01
1.50000000e-01 4.94342998e-01 9.93995402e-01
1.50000000e-01 5.93211598e-01 9.97515013e-01
1.50000000e-01 6.92080198e-01 9.99057973e-01
1.50000000e-01 7.90948797e-01 9.99709297e-01
1.50000000e-01 8.89817397e-01 9.99955803e-01
1.50000000e-01 9.88685997e-01 1.00000000e+00

2.00000000e-01 -9.79795897e-01 0.00000000e+00
2.00000000e-01 -8.81816307e-01 6.27417191e-05
2.00000000e-01 -7.83836718e-01 4.12094870e-04
2.00000000e-01 -6.85857128e-01 1.32265919e-03
2.00000000e-01 -5.87877538e-01 3.43747646e-03
2.00000000e-01 -4.89897949e-01 8.12783026e-03
2.00000000e-01 -3.91918359e-01 1.90160017e-02
2.00000000e-01 -2.93938769e-01 4.76294160e-02
2.00000000e-01 -1.95959179e-01 1.21144096e-01
2.00000000e-01 -9.79795897e-02 2.72979238e-01
2.00000000e-01 0.00000000e+00 5.00000000e-01
2.00000000e-01 9.79795897e-02 7.27020762e-01
2.00000000e-01 1.95959179e-01 8.78855904e-01
2.00000000e-01 2.93938769e-01 9.52370584e-01
2.00000000e-01 3.91918359e-01 9.80983998e-01
2.00000000e-01 4.89897949e-01 9.91872170e-01
2.00000000e-01 5.87877538e-01 9.96562524e-01
2.00000000e-01 6.85857128e-01 9.98677341e-01
2.00000000e-01 7.83836718e-01 9.99587905e-01
2.00000000e-01 8.81816307e-01 9.99937258e-01
2.00000000e-01 9.79795897e-01 1.00000000e+00

2.50000000e-01 -9.68245837e-01 0.00000000e+00
2.50000000e-01 -8.71421253e-01 9.22297561e-05
2.50000000e-01 -7.74596669e-01 6.04874373e-04
2.50000000e-01 -6.77772086e-01 1.91886563e-03
2.50000000e-01 -5.80947502e-01 4.89562585e-03
2.50000000e-01 -4.84122918e-01 1.12853881e-02
2.50000000e-01 -3.87298335e-01 2.51476581e-02
2.50000000e-01 -2.90473751e-01 5.79974445e-02
2.50000000e-01 -1.93649167e-01 1.35253208e-01
2.50000000e-01 -9.68245837e-02 2.85284857e-01
2.50000000e-01 0.00000000e+00 5.00000000e-01
2.50000000e-01 9.68245837e-02 7.14715143e-01
2.50000000e-01 1.93649167e-01 8.64746792e-01
2.50000000e-01 2.90473751e-01 9.42002555e-01
2.50000000e-01 3.87298335e-01 9.74852342e-01
2.50000000e-01 4.84122918e-01 9.88714612e-01
2.50000000e-01 5.80947502e-01 9.95104374e-01
2.50000000e-01 6.77772086e-01 9.98081134e-01
2.50000000e-01 7.74596669e-01 9.99395126e-01
2.50000000e-01 8.71421253e-01 9.99907770e-01
2.50000000e-01 9.68245837e-01 1.00000000e+00

3.00000000e-01 -9.53939201e-01 0.00000000e+00
3.00000000e-01 -8.58545281e-01 1.39812887e-04
3.00000000e-01 -7.63151361e-01 9.15732012e-04
3.00000000e-01 -6.67757441e-01 2.86671346e-03
3.00000000e-01 -5.72363521e-01 7.15750104e-03
3.00000000e-01 -4.76969601e-01 1.60433170e-02
3.00000000e-01 -3.81575681e-01 3.40551661e-02
3.00000000e-01 -2.86181760e-01 7.22274714e-02
3.00000000e-01 -1.90787840e-01 1.52848316e-01
3.00000000e-01 -9.53939201e-02 2.98725798e-01
3.00000000e-01 0.00000000e+00 5.00000000e-01
3.00000000e-01 9.53939201e-02 7.01274202e-01
3.00000000e-01 1.90787840e-01 8.47151684e-01
3.00000000e-01 2.86181760e-01 9.27772529e-01
3.00000000e-01 3.81575681e-01 9.65944834e-01
3.00000000e-01 4.76969601e-01 9.83956683e-01
3.00000000e-01 5.72363521e-01 9.92842499e-01
3.00000000e-01 6.67757441e-01 9.97133287e-01
3.00000000e-01 7.63151361e-01 9.99084268e-01
3.00000000e-01 8.58545281e-01 9.99860187e-01
3.00000000e-01 9.53939201e-01 1.00000000e+00

3.50000000e-01 -9.36749700e-01 0.00000000e+00
3.50000000e-01 -8.43074730e-01 2.14252400e-04
3.50000000e-01 -7.49399760e-01 1.40205704e-03
3.50000000e-01 -6.55724790e-01 4.32703803e-03
3.50000000e-01 -5.62049820e-01 1.05455995e-02
3.50000000e-01 -4.68374850e-01 2.29396699e-02
3.50000000e-01 -3.74699880e-01 4.65227722e-02
3.50000000e-01 -2.81024910e-01 9.13761881e-02
3.50000000e-01 -1.87349940e-01 1.75449675e-01
3.50000000e-01 -9.36749700e-02 3.15126565e-01
3.50000000e-01 0.00000000e+00 5.00000000e-01
3.50000000e-01 9.36749700e-02 6.84873435e-01
3.50000000e-01 1.87349940e-01 8.24550325e-01
3.50000000e-01 2.81024910e-01 9.08623812e-01
3.50000000e-01 3.74699880e-01 9.53477228e-01
3.50000000e-01 4.68374850e-01 9.77060330e-01
3.50000000e-01 5.62049820e-01 9.89454400e-01
3.50000000e-01 6.55724790e-01 9.95672962e-01
3.50000000e-01 7.49399760e-01 9.98597943e-01
3.50000000e-01 8.43074730e-01 9.99785748e-01
3.50000000e-01 9.36749700e-01 1.00000000e+00

4.00000000e-01 -9.16515139e-01 0.00000000e+00
4.00000000e-01 -8.24863625e-01 3.21097753e-04
4.00000000e-01 -7.33212111e-01 2.10094794e-03
4.00000000e-01 -6.41560597e-01 6.39046524e-03
